ID,GR,DEEP_RES,DENS,SP
5119,277.166,453.9311,2.5973,101.25
5120,260.755,244.9561,2.5851,100
5121,244.027,200.8355,2.5658,101.4844
5122,260.2118,165.1447,2.551,102.0313
5123,262.1249,196.6535,2.5111,103.125
5124,274.77,548.7347,2.4968,103.2031
5125,272.9124,1950,2.5471,103.125
5126,296.6635,1369.9749,2.5403,103.125
5127,282.4465,733.9357,2.5651,103.5156
5128,272.2561,495.2409,2.5696,105
5129,293.4373,459.805,2.5831,104.375
5130,218.2226,759.0741,2.5719,103.75
5131,184.9116,1236.8644,2.5929,103.4375
5132,256.7562,1950,2.5808,102.5
5133,280.8209,1528.2031,2.5707,102.5
5134,303.9417,885.9542,2.5842,103.5156
5135,318.7286,476.5753,2.594,103.5156
5136,347.9584,625.0097,2.5807,103.75
5137,241.087,895.0471,2.5254,103.125
5138,234.3787,581.9781,2.5701,103.6719
5139,197.8989,376.7859,2.5672,103.0469
5140,190.5059,252.1679,2.5767,102.0313
5141,225.0161,284.5069,2.5933,99.5313
5142,243.8839,351.7874,2.5533,96.4844
5143,205.6629,731.942,2.5385,90.2344
5144,182.1703,1270.0428,2.5314,100.3125
5145,166.6998,1446.9889,2.5522,104.8214
5146,181.1425,922.069,2.5927,105
5147,187.7651,534.1369,2.6122,105
5148,186.0534,395.6133,2.6296,105.2344
5149,175.9769,423.4978,2.6383,105
5150,173.0373,511.6608,2.6073,105.5469
5151,172.8938,598.7838,2.5818,105.3125
5152,184.8823,532.02,2.568,104.9219
5153,188.6509,522.0765,2.5723,104.6875
5154,201.7816,618.6475,2.5767,104.2188
5155,186.9086,866.4628,2.5466,103.125
5156,191.4181,794.4683,2.5494,100.4688
5157,178.717,839.921,2.5786,98.8393
5158,179.173,633.0238,2.5611,93.75
5159,170.0381,452.503,2.5652,84.0625
5160,130.3911,487.0392,2.5874,89.9219
5161,138.8975,856.6785,2.5517,106.5625
5162,181.2579,1100.165,2.5204,106.3393
5163,183.6842,1026.6875,2.6052,108.125
5164,193.2747,830.7228,2.5951,107.5893
5165,62.3695,373.5542,2.7092,108.5938
5166,152.4556,347.5638,2.5949,108.75
5167,193.1615,378.0674,2.5628,108.75
5168,199.5542,484.9707,2.5644,108.75
5169,180.6865,678.6035,2.5769,108.2031
5170,110.9811,1329.738,2.6847,108.125
5171,166.6993,889.823,2.6192,108.125
5172,175.805,494.2629,2.5959,108.125
5173,183.9982,326.1993,2.6149,107.2656
5174,175.8911,310.8181,2.611,105.4688
5175,177.8037,255.3977,2.5826,102.7679
5176,175.434,333.0187,2.5916,106.7969
5177,180.0022,378.7047,2.5779,108.9844
5178,186.8519,437.6526,2.5732,109.375
5179,183.0563,519.3218,2.5671,108.8393
5180,182.7987,599.5928,2.5652,109.2188
5181,184.1398,983.3241,2.5736,110
5182,178.546,718.0411,2.5452,110.3906
5183,162.1043,456.033,2.5574,110.7031
5184,170.4389,380.3781,2.591,110.7813
5185,170.7812,392.8124,2.5869,110
5186,179.1736,674.3401,2.6093,109.375
5187,194.6442,329.5385,2.5622,109.7656
5188,174.9207,273.3108,2.5514,109.8438
5189,163.9029,293.1879,2.5551,109.375
5190,162.3609,341.7852,2.5669,109.7656
5191,169.0969,458.7651,2.5584,109.6094
5192,167.4701,664.04,2.5506,108.4375
5193,185.7392,880.3962,2.5481,106.5625
5194,179.3165,1329.7577,2.5574,102.8906
5195,181.9423,1585.2222,2.5588,96.5625
5196,178.5464,1113.7411,2.5482,110.3906
5197,163.2456,519.2448,2.541,110.7813
5198,174.4638,248.7276,2.5209,110.625
5199,94.6248,138.5862,2.6458,111.0938
5200,58.3163,131.349,2.6474,112.1094
5201,67.8502,134.621,2.5805,111.3393
5202,83.2932,148.3673,2.555,110.625
5203,88.6881,165.4374,2.5597,111.0156
5204,90.0579,169.085,2.5505,111.25
5205,82.7793,163.6964,2.5343,112.2656
5206,78.7825,161.3642,2.5393,111.875
5207,90.9144,159.8955,2.5337,111.875
5208,96.8515,159.6189,2.5598,111.9531
5209,97.5364,154.5566,2.5913,111.875
5210,103.9879,162.3592,2.5605,112.3438
5211,121.8859,191.028,2.5486,112.3438
5212,119.2874,283.6956,2.442,112.5
5213,140.3529,549.308,2.4168,112.8125
5214,160.1629,1015.9998,2.5448,113.125
5215,175.8053,914.1129,2.5602,113.6719
5216,175.035,526.0629,2.5827,113.5156
5217,163.5599,375.6884,2.5916,112.7344
5218,176.4909,494.4316,2.5624,112.1429
5219,186.6814,990.949,2.5917,110.625
5220,187.7374,422.9278,2.596,109.5313
5221,168.1271,420.7078,2.6081,109.2188
5222,174.949,475.0025,2.6061,109.2188
5223,176.5194,434.6533,2.5868,108.9063
5224,140.8669,301.8318,2.5608,108.125
5225,129.5631,397.5971,2.5184,107.8906
5226,147.9468,659.3798,2.5164,107.9688
5227,162.2454,1319.6451,2.5424,106.875
5228,186.2515,1850.9945,2.567,106.7188
5229,161.9043,1950,2.5449,106.875
5230,124.2542,1928.0885,2.5794,106.875
5231,91.3146,1497.3055,2.6493,106.875
5232,87.175,833.046,2.6988,107.5
5233,138.4408,501.4448,2.6433,107.4219
5234,187.7941,267.3699,2.5786,106.875
5235,194.6444,240.3394,2.5812,106.875
5236,201.0378,265.9505,2.5695,107.1094
5237,202.5505,323.4147,2.5761,107.0536
5238,196.4149,695.6326,2.5559,106.4844
5239,181.3722,1252.4991,2.5511,105
5240,189.8214,1560.9219,2.5631,104.4531
5241,184.5109,1252.3185,2.5884,104.6429
5242,180.7142,816.4225,2.5659,103.3594
5243,174.2641,647.87,2.5505,106.7188
5244,175.891,533.5996,2.4947,106.9531
5245,180.4296,732.7863,2.509,106.875
5246,186.8235,729.8384,2.5424,106.875
5247,191.162,468.2062,2.5605,106.875
5248,184.9975,299.4231,2.5441,107.5
5249,177.5756,260.8729,2.5451,107.9688
5250,162.4752,278.9347,2.5799,107.5
5251,164.1312,559.412,2.5858,107.6563
5252,177.9464,1144.2374,2.5634,107.5781
5253,182.7993,1543.9773,2.5776,107.2656
5254,186.3381,1321.2599,2.6091,107.5
5255,180.5438,767.9335,2.6113,107.2656
5256,177.1186,293.5787,2.6023,106.25
5257,176.8614,208.0458,2.5629,106.875
5258,181.03,249.5777,2.5739,107.8906
5259,185.2822,248.5421,2.5905,108.5156
5260,182.5425,268.6124,2.5994,109.375
5261,191.8479,300.1711,2.5924,109.375
5262,194.8167,485.852,2.5574,108.9063
5263,177.5468,910.227,2.507,108.0469
5264,174.1215,1511.7345,2.4775,107.0313
5265,171.5523,1950,2.4738,106.25
5266,165.0434,1488.4884,2.4542,105.625
5267,166.1561,652.1373,2.529,105
5268,167.0714,247.8605,2.5815,105.9821
5269,175.0067,305.1975,2.5921,105.625
5270,163.2176,635.6024,2.5744,105.625
5271,165.7284,1127.2611,2.5398,105.3906
5272,168.9551,1117.7675,2.5224,105.3125
5273,162.8183,728.6068,2.5397,105.625
5274,167.7849,577.8745,2.5508,105
5275,189.3636,1950,2.5864,104.375
5276,177.3188,1702.1384,2.5835,104.2969
5277,169.2682,596.668,2.5683,103.5156
5278,161.2199,366.3118,2.5934,104.375
5279,163.4456,289.8992,2.5948,105
5280,174.4637,347.8385,2.5953,105
5281,182.285,477.0198,2.5817,105.4688
5282,161.9043,406.317,2.5851,105.625
5283,154.853,189.3021,2.5309,105
5284,142.5228,203.343,2.517,104.375
5285,140.6959,311.9902,2.5057,104.8438
5286,143.1783,626.8356,2.4915,104.9107
5287,170.9806,1138.165,2.581,102.5
5288,169.6968,524.9869,2.5766,106.0938
5289,174.3501,261.8695,2.5895,105.7813
5290,173.6649,166.2081,2.5948,105.3906
5291,179.2604,141.4086,2.5927,104.7656
5292,179.5166,161.2934,2.6004,105.4688
5293,168.4409,215.5051,2.6079,105.625
5294,170.2393,1888.6409,2.5037,105
5295,181.3141,1707.6708,2.5153,103.9063
5296,195.016,828.3736,2.5825,103.75
5297,191.1914,265.3327,2.5643,102.3438
5298,182.1707,360.7401,2.5643,100.8594
5299,183.0269,596.0649,2.5696,98.8281
5300,190.7049,1082.161,2.5759,95
5301,203.4933,1412.6809,2.6156,90.2344
5302,199.8398,909.4677,2.6035,80.8594
5303,185.6545,478.4366,2.569,65.0781
5304,194.3303,329.067,2.5779,49.8438
5305,181.1723,414.532,2.5772,64.9107
5306,195.958,723.8369,2.6054,73.2813
5307,191.6771,1189.5419,2.5998,105.5469
5308,192.1336,845.6108,2.5981,105.7813
5309,177.7746,268.7249,2.5754,106.7969
5310,180.0867,260.767,2.5769,106.875
5311,185.2541,324.6982,2.5764,106.875
5312,157.0231,562.4299,2.5997,106.5179
5313,157.3949,1095.3259,2.5546,106.875
5314,161.2476,1721.5576,2.5557,107.0313
5315,163.5313,1950,2.5912,107.5
5316,166.7285,1950,2.5559,107.8906
5317,160.7054,343.6156,2.5565,107.5
5318,165.5009,191.4525,2.5852,106.875
5319,168.5827,164.4699,2.5676,106.7969
5320,168.5827,164.4699,2.5676,106.7969
5321,159.7352,190.5467,2.5485,106.25
5322,152.9421,334.3574,2.5166,105.7813
5323,152.5131,728.8782,2.5193,105.5469
5324,161.0198,1352.8813,2.541,104.8438
5325,163.5605,403.7169,2.5183,102.7344
5326,167.5284,429.7897,2.5264,101.7969
5327,161.3337,893.7239,2.5248,107.5
5328,162.8741,1414.0016,2.5212,107.5
5329,163.9308,1950,2.5339,108.3594
5330,176.8613,1950,2.5699,108.3929
5331,175.2915,1471.5183,2.5786,108.3594
5332,178.1751,878.0436,2.5975,108.2813
5333,177.7452,466.4193,2.608,108.125
5334,163.7034,379.3991,2.6001,108.125
5335,176.1777,365.9448,2.5942,108.3929
5336,171.7532,456.1572,2.5972,108.3594
5337,165.4162,843.4578,2.6093,108.75
5338,173.4646,1463.416,2.5653,108.125
5339,166.0712,1199.3751,2.5595,108.125
5340,167.0996,676.9794,2.5967,107.5781
5341,168.4706,398.4985,2.621,108.125
5342,172.6368,334.2195,2.5778,108.125
5343,172.6368,334.2195,2.5778,108.125
5344,170.3818,414.9274,2.5819,109.1964
5345,164.5018,684.1177,2.5775,109.6094
5346,169.3254,1331.5732,2.5662,109.9219
5347,165.5588,1950,2.5462,110.625
5348,162.2465,1950,2.5454,110.7813
5349,159.2501,1950,2.5585,110
5350,172.1522,1507.1649,2.557,110
5351,173.9217,1071.9159,2.5728,110
5352,167.9843,701.9992,2.5654,110.625
5353,166.8994,595.4639,2.5903,111.0156
5354,161.7329,700.4299,2.5733,111.25
5355,171.7527,1031.9498,2.5697,111.5625
5356,178.2038,1950,2.5702,111.7188
5357,203.0375,1509.9756,2.5605,111.3281
5358,217.3091,1451.0562,2.5539,111.25
5359,239.4602,1556.6627,2.5766,111.25
5360,251.0764,1950,2.5901,111.25
5361,233.9792,1944.3292,2.5809,110.8594
5362,222.2191,1950,2.6034,111.875
5363,218.8798,1227.6326,2.5775,111.0938
5364,186.9668,575.4449,2.5644,111.6406
5365,167.6992,214.7089,2.5681,112.5
5366,154.7972,246.7384,2.5608,112.8125
5367,159.8781,418.273,2.5433,112.5
5368,170.7531,866.2076,2.5391,112.4219
5369,174.2357,1444.9885,2.5421,112.9464
5370,177.3179,1156.5696,2.6013,113.125
5371,187.1377,526.1962,2.6208,113.5156
5372,186.3386,243.9514,2.5897,113.2031
5373,175.7198,132.7245,2.6049,113.6607
5374,199.2691,159.183,2.5972,113.6719
5375,185.5686,235.7061,2.6052,113.125
5376,173.9504,345.8744,2.6101,113.125
5377,190.4774,726.7629,2.5714,112.5
5378,205.5484,1381.8721,2.5567,111.9643
5379,205.8625,1363.3521,2.5668,110.3125
5380,184.1694,783.2792,2.6062,107.5781
5381,171.7803,398.8005,2.5975,109.6875
5382,277.6513,307.5753,2.5581,109.8438
5383,284.9024,443.484,2.5615,108.3594
5384,305.9121,1529.5857,2.5804,111.875
5385,292.6382,1583.2745,2.5937,111.875
5386,261.9247,1162.2896,2.6156,111.9531
5387,259.5842,586.6686,2.5991,111.7188
5388,225.3298,404.7395,2.5796,111.25
5389,194.7877,299.0735,2.6079,111.875
5390,175.8912,396.8372,2.5762,112.2656
5391,170.7237,533.3093,2.5804,112.1875
5392,168.1271,1036.6104,2.5765,111.25
5393,176.2057,757.5836,2.5788,110.625
5394,177.4896,681.9155,2.5827,110.625
5395,185.9671,732.5909,2.5642,110.0781
5396,193.1899,974.5695,2.5533,110
5397,187.9366,1950,2.5704,110.3906
5398,174.3213,1726.4528,2.581,110
5399,158.6217,570.9586,2.6099,110.625
5400,177.1186,316.1488,2.5835,110.625
5401,194.7312,231.1591,2.6025,111.25
5402,199.3832,303.2712,2.5876,111.3281
5403,199.0688,517.5266,2.5539,111.3281
5404,198.8125,966.1149,2.5336,111.4063
5405,201.4951,1569.7516,2.5479,111.5625
5406,207.2898,1732.8911,2.5232,111.4844
5407,200.7534,1101.3152,2.5523,111.5625
5408,213.7682,495.5426,2.5829,111.5625
5409,217.7085,251.8046,2.5837,111.0938
5410,222.1905,196.4005,2.5822,110
5411,237.3483,275.1377,2.6038,108.3594
5412,231.2109,532.1117,2.5658,107.9688
5413,226.359,1264.4727,2.563,111.25
5414,247.1679,711.8942,2.5736,111.1719
5415,257.5292,385.1001,2.6008,111.3281
5416,265.1508,279.9259,2.5885,111.25
5417,237.09,412.5718,2.5892,111.7188
5418,221.9332,674.0259,2.5709,111.7969
5419,245.6546,667.3431,2.6011,111.875
5420,252.2189,406.0046,2.6106,111.875
5421,221.6771,270.97,2.6045,111.875
5422,224.9884,245.7785,2.6125,112.1094
5423,220.3063,265.7988,2.5869,111.3281
5424,209.8596,516.972,2.5786,110.2344
5425,214.5982,1636.186,2.5782,110.4688
5426,191.2476,1551.2582,2.5651,109.8438
5427,149.5728,825.6555,2.6421,110
5428,85.8617,344.2419,2.7599,110.8594
5429,61.2281,176.3121,2.7621,111.6406
5430,58.7162,130.7502,2.7319,111.875
5431,67.7365,131.9889,2.6782,111.25
5432,119.2022,168.3692,2.6082,111.25
5433,180.7153,326.7514,2.5877,112.0313
5434,184.1981,731.7145,2.5587,111.875
5435,184.2262,1946.9824,2.5447,111.6406
5436,185.2821,1926.8788,2.536,111.25
5437,207.7754,736.6829,2.572,111.5625
5438,217.6808,214.9629,2.5899,111.5625
5439,199.6404,121.3283,2.5787,111.875
5440,210.6009,82.2702,2.5476,111.875
5441,212.7128,120.3877,2.5465,111.875
5442,257.1569,828.4602,2.5321,112.9688
5443,288.2425,1034.4958,2.5074,113.125
5444,248.9649,562.9732,2.5457,113.6719
5445,208.2885,190.3144,2.5779,114.2188
5446,205.577,92.2523,2.5822,114.4531
5447,203.6084,168.4971,2.5688,114.0625
5448,196.1008,503.7627,2.5563,114.2969
5449,196.5567,1125.3651,2.5603,114.375
5450,196.4427,493.4214,2.5473,114.375
5451,214.5118,327.7038,2.5493,113.5938
5452,218.2801,331.9234,2.5398,112.9688
5453,231.7246,283.0769,2.4676,111.875
5454,226.4434,297.978,2.4241,114.375
5455,213.7698,610.4786,2.5454,114.375
5456,205.4631,1186.0745,2.6132,114.375
5457,194.2458,1534.6125,2.636,114.0972
5458,185.6544,1011.002,2.6286,114.375
5459,194.8164,517.8251,2.6153,114.375
5460,248.9081,177.4939,2.6125,115.3906
5461,235.6918,186.8604,2.6209,115.3125
5462,211.0297,266.2655,2.6235,115.0781
5463,222.9331,468.5744,2.6151,114.5313
5464,238.8607,1180.4463,2.5666,113.75
5465,236.748,1385.42,2.5697,113.2031
5466,235.1493,1107.7656,2.5383,111.6406
5467,232.7521,662.7471,2.519,110.1563
5468,237.1761,582.2731,2.53,109.2969
5469,268.4892,509.053,2.572,108.2813
5470,285.074,468.908,2.5903,106.875
5471,247.9094,595.6368,2.5883,105.625
5472,244.4835,984.6915,2.5965,102.3438
5473,242.3986,1196.4717,2.6001,107.9688
5474,246.054,761.6931,2.5852,108.2031
5475,243.3694,440.9549,2.5516,108.75
5476,238.7749,267.7066,2.5563,109.2188
5477,255.6732,272.986,2.5685,109.6094
5478,270.6315,460.667,2.5296,111.4844
5479,301.3162,1242.5736,2.5146,111.0156
5480,336.5396,1332.8188,2.5516,109.1406
5481,304.5419,893.4892,2.5914,109.2188
5482,258.1856,538.3082,2.5848,110.3571
5483,255.3874,299.4071,2.5756,110.625
5484,292.5819,232.7514,2.5622,111.0156
5485,311.7624,329.9836,2.5802,110.3906
5486,298.9462,433.4559,2.5788,110
5487,290.8974,465.5134,2.5757,110.625
5488,276.8252,412.2041,2.6114,111.25
5489,253.7883,585.1799,2.5977,111.5625
5490,252.6185,973.944,2.5681,110.8036
5491,240.2879,935.2145,2.528,109.6094
5492,233.6653,522.8701,2.5397,109.375
5493,237.4622,260.3008,2.5732,109.6875
5494,236.1196,352.1785,2.607,110
5495,215.9113,918.3093,2.5885,109.375
5496,233.2659,865.8086,2.5918,109.375
5497,248.108,552.9375,2.6035,109.375
5498,245.2832,295.8686,2.6189,110
5499,242.6,260.6436,2.6099,110.5469
5500,246.1117,285.6603,2.5901,111.875
5501,225.9294,484.0907,2.591,112.5
5502,206.4623,913.8456,2.6076,111.4844
5503,219.6511,1223.7458,2.6218,111.25
5504,247.9377,842.3808,2.5976,110.9375
5505,258.0131,629.5402,2.5907,110.625
5506,233.5504,590.6301,2.585,110
5507,241.8568,674.3875,2.5924,108.3594
5508,230.1244,507.1899,2.5741,108.2813
5509,224.8731,526.873,2.5807,107.1875
5510,224.2459,533.6729,2.5788,106.9531
5511,213.2839,577.2288,2.5848,107.5
5512,232.552,1087.6705,2.5742,107.3438
5513,293.2953,1568.2183,2.5558,106.4844
5514,253.5886,1461.071,2.5845,104.9219
5515,212.9693,1900.6134,2.595,102.3214
5516,215.4534,1933.7992,2.6143,102.1875
5517,228.0986,1950,2.6162,108.3594
5518,235.2354,1950,2.6107,108.5938
5519,248.7371,1882.161,2.6084,107.7344
5520,246.1106,1523.7915,2.6404,106.9531
5521,245.4258,962.9007,2.6326,105.0781
5522,237.6605,624.8729,2.6225,103.3594
5523,240.2576,487.7765,2.6116,105.1563
5524,247.2243,434.8785,2.5934,110.2344
5525,227.814,459.978,2.5798,110
5526,204.6638,571.3253,2.6057,110.5469
5527,196.8431,590.3245,2.6113,110
5528,215.368,521.2783,2.599,109.6094
5529,205.3203,499.3988,2.6058,109.8438
5530,211.2296,505.9401,2.6227,110.0781
5531,211.9427,848.2047,2.6,110.0781
5532,215.1399,1371.0106,2.5736,110
5533,226.1586,1820.4269,2.5838,109.4531
5534,231.896,1184.0137,2.5884,109.375
5535,221.877,689.2933,2.5812,109.6094
5536,224.7307,444.988,2.6272,109.8438
5537,233.3224,458.1554,2.6299,108.2813
5538,234.0074,584.5092,2.6341,107.9688
5539,211.3432,628.2054,2.5986,106.875
5540,229.0691,681.3872,2.5759,105.8594
5541,225.6732,772.9699,2.5925,105.0781
5542,224.2733,954.926,2.599,110.5469
5543,235.5209,1163.5408,2.5482,109.6875
5544,222.1904,1042.2816,2.5433,108.75
5545,240.6293,976.804,2.6055,108.9063
5546,220.9907,1136.3237,2.6062,109.6875
5547,210.2308,1220.6543,2.6224,110.8594
5548,220.3631,1915.384,2.6082,110.8036
5549,235.1499,1671.3749,2.6016,110.625
5550,227.8424,1318.2498,2.6023,110.0781
5551,243.7125,948.0875,2.6175,110
5552,255.1876,597.2354,2.6208,109.8438
5553,254.2748,471.8153,2.6047,110
5554,249.7357,817.6119,2.605,110
5555,243.3414,1141.3802,2.6056,109.2969
5556,259.6681,1318.3363,2.5651,108.2813
5557,232.2383,1739.2843,2.5823,108.3036
5558,226.8152,1142.4124,2.5939,108.4375
5559,242.1142,539.5396,2.608,108.5156
5560,242.6575,280.6976,2.6105,106.6071
5561,238.2044,290.6147,2.6201,98.2031
5562,229.0401,668.8832,2.579,102.2656
5563,207.9753,1277.3239,2.5863,108.6719
5564,200.0111,1024.1727,2.5683,111.1719
5565,209.2023,490.6984,2.5356,110.3906
5566,230.6684,238.1161,2.5587,109.8214
5567,226.9573,161.366,2.5522,109.9219
5568,197.8989,134.784,2.5533,110
5569,191.9043,192.385,2.5304,110.4688
5570,183.3125,363.84,2.558,110.3571
5571,184.3694,1308.7262,2.5582,109.5313
5572,201.0666,1186.3287,2.5563,109.8438
5573,223.6459,427.0046,2.5912,109.7656
5574,211.5427,330.901,2.5752,110
5575,208.2611,315.5729,2.5848,110
5576,207.5202,427.9532,2.5991,109.375
5577,240.2311,741.7117,2.6136,109.375
5578,249.5933,1036.308,2.5944,110.2344
5579,239.6605,708.0948,2.5859,110.1563
5580,243.0278,393.3228,2.5898,110.5469
5581,220.8766,373.1673,2.5996,109.0625
5582,232.5806,488.0278,2.6036,108.8281
5583,219.7065,1040.2695,2.5869,108.6719
5584,215.3676,1950,2.5933,108.125
5585,239.2303,1032.0383,2.56,108.3594
5586,225.0737,664.1221,2.5857,107.0313
5587,237.9466,574.9725,2.5856,105.5357
5588,242.4849,731.522,2.5735,105.7813
5589,237.8329,1158.2273,2.5738,104.6875
5590,229.898,1748.9789,2.5799,106.5179
5591,229.412,1950,2.593,106.25
5592,215.4243,1322.5593,2.5634,107.4219
5593,215.6532,923.6659,2.578,107.0536
5594,215.1111,427.0061,2.5685,107.5781
5595,228.2701,262.8759,2.5843,107.5
5596,238.604,182.7555,2.5966,107.7344
5597,243.6558,193.8072,2.5522,108.125
5598,239.8595,278.1642,2.5911,107.7344
5599,230.9534,541.3126,2.6099,108.5938
5600,226.1001,1103.4464,2.6187,108.5156
5601,233.0362,1944.329,2.5923,108.75
5602,234.2363,605.829,2.5898,108.3036
5603,217.6237,217.4885,2.5943,108.125
5604,210.5432,86.4016,2.5948,107.8125
5605,218.3371,91.8655,2.6045,107.5
5606,209.2598,155.7314,2.6115,106.875
5607,222.7046,1059.9905,2.5732,108.8281
5608,211.0014,1950,2.5371,109.4643
5609,223.7886,1107.8954,2.5507,109.0625
5610,242.7417,494.0298,2.5404,108.6719
5611,241.4291,283.6413,2.5209,107.2656
5612,243.1995,270.7959,2.5122,106.875
5613,233.4072,361.1854,2.4621,106.3281
5614,247.1945,633.1819,2.4389,107.3438
5615,254.902,1163.2219,2.4672,106.3393
5616,264.7219,1352.2308,2.5271,105.7031
5617,235.4632,473.0871,2.5985,105
5618,208.4603,392.1528,2.5938,103.6719
5619,223.8454,343.728,2.5708,101.4063
5620,215.2255,1152.1183,2.5595,100.5469
5621,223.1898,1696.9601,2.5655,104.6875
5622,213.0844,1534.658,2.5619,108.0469
5623,203.6931,860.6849,2.5754,107.0313
5624,197.3289,496.0113,2.5811,105.5469
5625,191.933,418.6662,2.5843,102.8125
5626,198.6985,581.2393,2.6096,105.3906
5627,209.6302,634.6837,2.607,107.8125
5628,209.3163,751.8643,2.5961,108.75
5629,185.9387,702.7672,2.6063,108.9844
5630,184.6542,576.5995,2.6201,108.8281
5631,181.8558,650.777,2.5835,108.75
5632,191.2758,768.0388,2.5627,108.9844
5633,216.5383,924.7598,2.5792,109.4531
5634,221.9042,1411.8037,2.5902,110.4464
5635,212.8555,1437.0848,2.5667,110
5636,227.2996,837.8979,2.5707,109.6094
5637,215.8539,485.3173,2.5919,110.625
5638,213.3994,367.6343,2.5837,110.8594
5639,221.7343,336.1197,2.6211,110.625
5640,230.4966,547.8327,2.6263,110.7031
5641,244.2825,1011.3215,2.5982,110.4167
5642,262.8075,1530.3905,2.6196,109.9219
5643,238.7167,1593.7142,2.6193,110
5644,231.0383,1150.9733,2.5724,110.3906
5645,227.1854,610.8312,2.5884,111.25
5646,238.8034,636.9138,2.5927,111.25
5647,241.372,303.4277,2.6028,110.8594
5648,224.5017,268.1556,2.6212,109.6875
5649,214.4254,449.2567,2.6162,109.2188
5650,213.0555,881.9886,2.5869,111.1719
5651,233.6929,1950,2.5934,112.5
5652,251.9054,1950,2.6068,112.0313
5653,252.848,1731.1697,2.6142,110.625
5654,237.9184,871.0182,2.5955,109.6875
5655,241.4,462.2278,2.596,108.0469
5656,225.2723,292.3337,2.6032,103.5938
5657,211.9142,256.8376,2.6012,108.9844
5658,207.2329,252.8789,2.5733,115.8594
5659,202.5802,263.8487,2.5844,115.3125
5660,226.3865,542.1293,2.5917,118.6719
5661,234.5206,756.3795,2.5839,119.2188
5662,237.9457,970.7116,2.572,118.2031
5663,230.0114,1034.1885,2.5754,115.9375
5664,222.7329,747.6896,2.601,114.9219
5665,237.0619,506.2299,2.627,117.5
5666,239.4318,425.5633,2.6225,117.5
5667,226.0711,434.2612,2.5891,117.5
5668,223.8456,349.2697,2.6176,117.9688
5669,227.0996,436.2053,2.6265,116.9531
5670,229.1545,1095.7819,2.603,116.3281
5671,221.7335,1037.0406,2.5774,115.0781
5672,229.7257,836.7908,2.5745,113.5156
5673,236.1194,275.2365,2.6343,101.25
5674,231.268,283.902,2.6133,91.6406
5675,219.5929,287.915,2.5557,103.125
5676,208.9799,277.972,2.5432,119.5313
5677,222.1016,291.4442,2.5553,118.5156
5678,210.0684,317.7065,2.5621,118.2813
5679,204.7843,443.1496,2.558,118.4375
5680,216.9293,750.4623,2.5774,119.1406
5681,225.5323,604.8069,2.5718,119.375
5682,230.6549,663.2358,2.5883,118.5938
5683,234.0864,984.5629,2.595,117.5
5684,229.445,308.4098,2.5879,116.875
5685,232.8361,165.6116,2.5966,117.3438
5686,216.7099,347.5871,2.5549,108.0357
5687,213.855,641.9016,2.5608,108.2813
5688,183.6265,1414.7579,2.6018,103.5156
5689,194.102,322.307,2.5813,89.5313
5690,196.8991,114.9949,2.6191,67.1094
5691,200.8103,69.0646,2.6039,67.4219
5692,180.9427,65.0321,2.488,80.7031
5693,174.6921,96.1977,2.5009,100.5469
5694,190.2491,454.3674,2.5682,123.125
5695,189.9915,408.036,2.5415,123.125
5696,186.0533,149.4781,2.5211,122.9688
5697,208.1463,70.4513,2.5219,123.125
5698,185.0825,48.3985,2.5299,123.5156
5699,165.3875,85.1152,2.5256,123.75
5700,182.9705,190.7655,2.3575,123.0357
5701,181.5137,647.7202,2.3174,118.5714
5702,172.6084,1659.3021,2.4987,125.3571
5703,188.165,1950,2.6245,124.9107
5704,206.0621,1950,2.7186,125.625
5705,202.2946,1663.9449,2.6178,125.9375
5706,207.3184,673.5493,2.4288,125.7813
5707,189.1642,93.3747,1.8447,126.25
5708,200.5537,57.5247,1.9688,127.125
5709,218.9931,56.8485,2.4728,127
5710,208.9739,74.4718,2.5269,126.3125
5711,206.6614,104.2668,2.5183,124.7396
5712,215.3386,275.2309,2.5367,124.8438
5713,214.655,899.0632,2.4388,124.4271
5714,216.4823,1950,2.4015,124.8077
5715,213.1984,1532.2501,2.3553,123.7946
5716,226.672,1238.4304,2.4637,124.5703
5717,236.4616,656.2078,2.6037,124.6875
5718,238.9749,1834.4254,2.5361,124.375
5719,223.8168,655.0262,2.551,123.9844
5720,232.2662,194.4274,2.5419,124.2969
5721,217.8227,167.3995,2.5246,123.75
5722,206.6331,162.2208,2.5611,123.6607
5723,213.9402,148.8715,2.4416,123.2031
5724,213.2556,245.1915,2.5223,123.125
5725,220.8193,516.3756,2.6294,122.1875
5726,215.5677,1139.4604,2.4612,120.7813
5727,210.7147,1883.1188,2.4817,119.5313
5728,208.0313,1950,2.4553,119.1406
5729,228.6133,1950,2.3744,119.9107
5730,237.5459,1950,2.4465,121.4286
5731,228.4409,1591.3474,2.5092,121.4063
5732,207.9178,330.4316,2.5688,120.625
5733,194.7873,211.4085,2.5409,120.625
5734,191.2478,186.747,2.5394,120.2344
5735,190.7624,270.4045,2.4599,120
5736,192.818,536.8132,2.5243,120.1786
5737,208.8302,897.7398,2.5231,120
5738,206.547,586.1921,2.5891,120.1563
5739,210.0873,214.8401,2.6009,120.3125
5740,211.4568,120.0144,2.6055,120.625
5741,207.2048,218.8784,2.5716,121.25
5742,230.4113,534.1052,2.5185,121.7188
5743,226.0721,1163.9865,2.5003,122.2321
