ID,Rop,Wob,Hookload,TempOut,TempIn,PumpPres,SurfTorq,Rpm,FlowIn
5354,17.38,33.64,105.49,124.75,113.52,1376.5,211.03,40.28,599.16
5355,15.27,33.25,105.87,124.75,113.4,1356.8,215.61,41.38,592.48
5356,15.42,34.11,105.02,124.63,113.14,1391.65,196.51,40.34,593.34
5357,7.77,25.25,113.88,124.63,112.91,1344.68,207.41,44.26,607.12
5358,10.28,23.16,115.96,124.75,113.25,1295.43,210.46,44.74,632.75
5359,12.85,25.42,113.7,124.9,113.59,1249.22,221.82,39.25,614.02
5360,11.56,24.06,115.07,124.98,113.78,1233.31,215.8,40.93,609.06
5361,12.68,24.23,114.9,125.02,113.78,1235.58,220.18,42.17,603.03
5362,14.43,25.72,113.41,125.05,113.75,1249.97,217.82,42.09,598.29
5363,12.01,27.51,111.62,125.02,113.82,1274.22,217.97,46.73,589.68
5364,12.88,27.59,111.53,124.98,113.94,1321.19,225.41,41.44,587.53
5365,14.85,19.66,120.84,132.18,116.99,1308.31,124.45,43.49,606.24
5366,7.68,24.6,115.9,132.49,117.25,1322.71,120.79,44.83,606.02
5367,7.34,23.97,116.53,132.34,117.52,1341.65,126.32,41.3,610.12
5368,8.64,24.69,115.81,132.3,117.6,1331.04,130.06,38.43,605.38
5369,7.46,24.74,115.76,132.22,117.71,1331.8,128.23,39.19,605.81
5370,7.5,25.5,115,132.07,117.86,1332.55,127.27,41.66,606.24
5371,5.79,25.46,115.05,131.8,117.67,1332.55,130.17,37.54,604.73
5372,8.78,26.49,114.01,131.65,117.67,1344.68,129.33,41.04,610.33
5373,15.25,33.94,106.56,131.69,117.79,1328.77,130.78,45.8,614.21
5374,13.12,35.33,105.17,131.65,118.21,1299.98,124.22,47.37,624.78
5375,11.11,34.3,106.2,131.76,118.32,1287.86,118.54,38.14,631.89
5376,12.33,35.56,104.94,131.76,118.44,1297.7,123.84,40.6,629.95
5377,12.36,34.53,105.98,131.84,118.66,1260.58,119.19,40.83,609.04
5378,13.38,35.69,104.81,131.15,117.37,1320.43,118.24,38.3,617.89
5379,13.27,34.57,105.93,131.15,117.52,1338.62,127.69,39.98,619.4
5380,14.32,34.26,106.25,131.15,117.6,1341.65,112.6,37.95,616.17
5381,15.35,35.11,105.39,131.46,117.64,1347.71,108.97,39.64,615.74
5382,15.34,34.97,105.53,131.95,117.67,1343.16,116.75,38.33,612.51
5383,14.03,34.88,105.62,132.07,117.75,1336.34,111.15,41.13,614.88
5384,13.82,35.42,105.08,131.88,118.02,1323.46,110.23,37.5,619.4
5385,15.12,34.35,106.16,131.73,117.98,1320.43,111.79,37.3,619.62
5386,10.84,36.01,104.5,131.15,117.86,1320.43,119.27,38.24,616.82
5387,11.57,35.38,105.12,131.12,117.86,1306.04,117.4,41.97,609.92
5388,12,35.2,105.3,131.23,117.67,1315.89,115.07,36.81,612.08
5389,10.45,34.26,106.25,131.61,118.25,1290.89,117.89,33.58,623.92
5390,15.12,35.26,97.27,129.82,115.31,1369.68,167.99,39.7,621.11
5391,15.4,35.62,96.91,130.24,115.77,1381.8,164.75,41,622.4
5392,16.45,35.44,97.09,130.77,116.64,1381.8,166.2,39.98,618.74
5393,17.22,34.63,97.9,130.81,116.91,1368.16,165.09,40.78,621.97
5394,13.41,34.72,97.81,130.89,117.14,1338.62,167.15,44.4,617.45
5395,15.08,34.72,97.81,130.96,117.29,1343.92,160.79,41.22,617.88
5396,14.37,35.21,97.31,130.96,117.41,1346.19,165.86,43.54,620.03
5397,14.77,35.66,96.86,130.89,117.56,1346.95,171.19,43.69,619.17
5398,13.13,34.14,98.39,130.85,117.71,1335.59,156.02,39.29,615.94
5399,13.33,35.48,97.04,130.77,118.02,1323.46,156.63,44.4,611.84
5400,13.76,35.39,97.13,130.81,118.05,1326.49,144.47,39,611.2
5401,13.73,34.94,97.58,131.04,118.21,1340.89,154.95,42.32,613.78
5402,12.4,35.3,97.22,131.04,118.17,1343.16,159.37,39.38,613.57
5403,14.3,34.85,97.67,130.28,115.92,1321.95,152.55,34.29,609.06
5404,14.53,35.48,97.04,130.35,116.45,1331.8,148.81,37.91,614.45
5405,12.78,34.81,97.72,130.35,116.76,1316.64,167.08,36.04,609.92
5406,15.15,35.62,96.91,130.35,116.87,1324.22,156.17,37.65,611
5407,13.28,35.21,97.31,130.47,117.03,1322.71,162.73,39.98,612.08
5408,16.04,35.39,97.13,130.47,117.14,1320.43,154.42,44.54,609.71
5409,14.78,34.9,97.63,130.47,117.33,1309.83,153.47,36.98,606.26
5410,15.66,35.26,97.27,130.51,117.22,1311.34,154.23,39.95,606.05
5411,15.3,35.48,97.04,130.54,117.33,1299.22,154.08,37.22,602.17
5412,12.94,35.21,97.31,130.54,117.37,1287.1,151.64,43.76,600.23
5413,13.18,35.8,96.73,130.58,117.37,1309.83,151.33,39.95,605.4
5414,17.93,36.07,96.46,130.54,117.29,1327.25,158.69,36.84,608.85
5415,14.9,34.05,98.48,130.54,117.29,1318.16,153.69,37.19,614.88
5416,15.63,34.72,102.8,128.68,113.29,1339.37,167.34,39.29,621.12
5417,13.93,35.57,101.95,128.9,114.09,1337.86,169.25,39.19,618.11
5418,15.15,35.57,101.95,129.02,114.59,1338.62,171.88,39.08,614.88
5419,10.47,34.49,103.04,129.29,115.16,1340.89,161.81,39.66,615.09
5420,11.8,35.05,102.47,129.55,115.58,1334.07,171.42,38.99,611.43
5421,10.98,34.49,103.04,130.2,115.69,1340.13,158.65,39.46,611.86
5422,13.92,34.53,102.99,130.54,115.88,1361.34,164.98,36.74,612.08
5423,17.83,35.67,101.86,130.43,116.07,1358.31,156.4,38.5,617.68
5424,20.66,35.76,101.76,130.35,116.26,1356.04,169.06,30.69,618.11
5425,22.47,35.15,102.38,130.32,116.34,1356.04,170.39,43.05,618.75
5426,27.15,35.95,101.58,130.24,116.49,1359.07,159.41,41.21,618.54
5427,24.41,35.85,101.67,130.16,116.64,1356.04,169.63,36.57,619.62
5428,21.12,35.81,101.72,130.16,116.68,1352.25,163.38,43.5,621.98
5429,19.87,35.52,102,130.12,116.8,1355.28,160.44,43.06,620.26
5430,20.82,36.56,100.96,130.12,116.95,1356.8,159.68,41.82,617.89
5431,23.92,34.91,102.61,130.12,117.03,1356.8,166.96,36.72,618.97
5432,21.53,35.81,101.72,130.12,117.06,1354.53,159.15,38.12,619.83
5433,25.07,35.67,101.86,130.12,117.1,1358.31,161.89,37.22,618.32
5434,21.13,35.71,101.81,130.12,117.14,1354.53,164.94,39.19,616.82
5435,20.67,36.19,101.34,130.12,117.14,1355.28,167,36.02,617.03
5436,21.14,35.9,101.62,130.09,117.14,1363.62,166.5,35.75,617.03
5437,21.78,36.66,100.87,130.16,117.1,1361.34,166.5,32.39,616.17
5438,24.25,35.71,101.81,130.2,117.06,1363.62,167.08,36.95,614.23
5439,19.85,34.72,102.8,130.24,117.18,1364.37,166.31,36.53,616.17
5440,24.9,35.81,101.72,130.28,117.14,1363.62,158.04,37.86,616.82
5441,19.78,35.38,102.14,130.28,117.18,1358.31,162.54,37.67,614.45
5442,23.18,34.63,102.9,130.28,117.14,1359.83,159.41,37.92,614.23
5443,23.32,35.9,101.62,130.28,117.14,1356.8,162.12,33.97,612.51
5444,25.6,36.14,101.39,130.24,117.06,1363.62,170.51,41.35,614.88
5445,30.18,36,101.53,130.2,117.03,1361.34,163.68,46.47,612.51
5446,32.83,35.34,102.19,130.12,116.95,1368.92,167.57,46.56,612.72
5447,15.8,35.57,106.67,128.45,113.37,1365.89,175.77,40.34,619.4
5448,17.81,35.48,106.77,128.6,113.86,1362.86,175.84,41.8,619.83
5449,17.24,34.96,107.29,128.71,114.36,1364.37,176.95,42.01,620.26
5450,14.53,34.63,107.62,128.6,114.81,1356.8,155.26,39.7,618.75
5451,13.82,34.63,107.62,129.1,115.04,1356.8,172.26,39.84,618.32
5452,13.82,34.39,107.85,129.36,115.27,1357.56,173.86,39.37,618.54
5453,15.34,35.15,107.1,129.59,115.46,1352.25,173.21,39.78,616.38
5454,14.26,35.48,106.77,129.74,115.58,1345.43,171.08,37.97,614.02
5455,14.96,35.05,107.19,129.74,115.61,1354.53,168.75,37.44,617.46
5456,13.36,36,106.25,129.74,115.84,1349.98,168.37,32.19,617.89
5457,14.37,35.86,106.39,129.74,115.96,1352.25,171.19,37.91,617.89
5458,13.56,34.82,107.43,129.71,116,1356.04,176.53,39.7,619.4
5459,15.14,35.43,106.81,129.71,116.22,1357.56,167.19,48.2,618.97
5460,17.31,35.19,107.05,129.67,116.45,1358.31,159.53,41.5,619.62
5461,14.71,34.06,108.18,129.71,116.53,1350.74,167.34,34.46,618.32
5462,16.38,34.2,108.04,129.78,116.64,1358.31,170.35,36.84,619.83
5463,16.01,35.24,107,129.74,116.76,1350.74,175.65,36.13,617.46
5464,16.82,35.15,107.1,129.67,116.76,1346.19,175.16,43.9,616.38
5465,14.95,35.48,106.77,129.63,116.61,1349.22,180.95,41.73,618.32
5466,19.34,34.25,107.99,129.74,116.72,1340.13,167.57,47.21,616.38
5467,20.31,35.34,106.91,129.59,116.72,1334.83,182.48,49.91,617.89
5468,15.02,34.44,107.81,129.63,116.87,1334.07,194.53,41.22,615.95
5469,13.88,35.19,107.05,129.67,117.03,1340.89,190.41,41.19,616.38
5470,15.62,34.68,107.57,129.67,116.95,1349.98,177.79,48.49,617.25
5471,16.82,34.63,107.62,129.63,116.95,1347.71,173.44,40.11,616.6
5472,15.02,34.39,107.85,129.67,117.1,1341.65,161.81,44.36,612.72
5473,15.62,35.15,107.1,129.67,117.18,1345.43,161.81,38.24,611
5474,15.41,35.34,106.91,129.67,117.14,1350.74,150,47.41,612.72
5475,15.02,34.82,109.69,128.83,114.85,1363.62,161.78,37.39,615.31
5476,14.04,35.24,109.27,128.98,115.31,1350.74,159.26,40.33,614.66
5477,11.57,34.96,109.55,129.06,115.73,1346.19,160.06,40.13,614.23
5478,14.43,35.48,109.03,129.17,115.92,1344.68,159.49,39.28,613.59
5479,12.02,35.01,109.5,129.36,116.11,1347.71,151.14,39.73,615.52
5480,13.26,35.29,109.22,129.44,116.3,1340.89,157.81,38.84,612.08
5481,12.36,35.57,108.94,129.63,116.45,1348.46,166.16,37.25,614.88
5482,14.25,35.57,108.94,129.71,115.35,1346.95,160.86,44.92,612.51
5483,11.99,35.15,109.36,129.63,115.39,1344.68,169.21,40.42,610.35
5484,13.61,35.62,108.89,129.63,116.91,1347.71,155.33,43.08,613.8
5485,12.75,35.76,108.75,129.71,116.83,1348.46,174.93,40.02,614.02
5486,11.4,34.58,109.93,129.67,116.83,1350.74,167.04,37.42,612.94
5487,12.98,35.1,109.41,129.71,116.8,1342.4,156.44,39.7,611.65
5488,14.03,34.86,109.65,129.71,116.72,1350.74,157.32,36.11,612.72
5489,14.43,35.1,109.41,129.71,116.64,1353.01,159.91,37.27,614.66
5490,13.61,34.39,110.12,129.71,116.61,1349.22,163.11,37.89,612.08
5491,14.36,34.58,109.93,129.71,116.61,1347.71,170.01,35.34,614.23
5492,12.84,34.63,109.88,129.67,116.53,1341.65,159.18,38.4,612.51
5493,14.19,35.62,108.89,129.67,116.49,1345.43,164.22,41.97,612.72
5494,12.89,35.34,109.17,129.59,116.42,1344.68,153.31,41.53,612.94
5495,14.29,34.86,109.65,129.51,116.42,1345.43,154,47.82,612.94
5496,13.77,35.24,109.27,129.51,116.3,1347.71,160.86,41.12,614.45
5497,13.77,35.24,109.27,129.48,116.3,1343.16,152.09,38.93,611.86
5498,14.95,35.05,109.46,129.44,116.26,1342.4,156.36,40.43,610.57
5499,15.81,35.52,108.98,129.44,116.26,1352.25,155.45,41.36,613.15
5500,12.53,34.82,109.69,129.36,116.15,1340.89,160.71,41.95,612.29
5501,14.97,35.57,108.94,129.32,116.15,1356.04,167.69,39.16,615.31
5502,14.26,35.01,109.5,129.29,116.26,1352.25,162.73,45.88,614.23
5503,13.97,35.38,109.13,129.29,116.34,1353.01,161.85,42.42,614.66
5504,14.15,35.29,109.22,129.29,116.3,1351.5,161.89,44.05,613.8
5505,15.42,35.86,108.65,129.29,116.42,1351.5,162.16,44.31,613.37
5506,12.44,35.32,118.19,128.45,112.68,1269.67,187.36,53.31,592.05
5507,21.63,35.43,109.08,128.29,113.29,1274.98,166.5,46.15,589.25
5508,14.21,36.04,108.47,128.22,113.94,1281.79,176.38,47.84,591.62
5509,18.21,32.74,111.77,128.49,114.81,1274.22,118.73,48.9,591.4
5510,15.74,34.68,109.83,128.45,114.93,1281.04,126.82,44.07,587.31
5511,12.04,34.72,109.79,128.56,115.04,1297.7,125.71,44.37,593.77
5512,12.89,33.92,110.59,128.64,114.97,1293.92,118.89,41.65,592.05
5513,11.58,32.6,111.91,128.71,114.97,1293.92,126.05,44.8,594.63
5514,14.04,33.78,110.73,128.71,114.85,1293.92,125.79,46.47,593.56
5515,12.12,33.59,110.92,128.75,114.85,1277.25,125.71,44.28,601.74
5516,12.41,33.78,110.73,128.75,114.7,1291.64,119.57,47.21,589.25
5517,11.72,34.68,109.83,128.68,114.62,1292.4,134.75,45.88,593.99
5518,11.53,33.97,110.54,128.45,114.51,1290.13,124.03,43.88,593.13
5519,12.15,33.78,110.73,128.45,114.59,1293.16,128.95,46.44,594.42
5520,12.7,34.06,110.45,128.41,114.62,1289.37,129.29,48.48,592.91
5521,12.37,35.05,109.46,128.41,114.66,1303.77,132.08,43.93,595.28
5522,12.49,34.44,110.07,128.45,114.7,1301.49,121.9,44.66,596.57
5523,13.82,34.63,109.88,128.45,114.81,1303.77,125.82,44.33,597.22
5524,12.57,35.05,109.46,129.29,114.89,1304.52,127.2,44.14,598.29
5525,14.25,34.96,109.55,129.02,115.08,1298.46,134.82,45.39,596.36
5526,12.72,34.86,109.65,128.56,115.27,1289.37,132.19,44.58,601.09
5527,12.57,34.25,110.26,128.52,115.35,1286.34,117.93,43.85,602.82
5528,14.2,34.49,110.02,128.56,115.23,1284.82,118.85,41.12,598.94
5529,12.67,34.86,109.65,128.52,115.2,1284.07,127.01,46.06,598.94
5530,13.2,34.01,110.49,128.45,115.12,1287.86,129.14,43.15,597.86
5531,13.31,35.05,109.46,128.41,115.12,1284.07,131.58,41.01,593.56
5532,13.87,34.86,109.65,128.37,115.12,1299.22,122.58,47.98,597.86
5533,12.49,35.15,109.36,128.41,115.16,1289.37,133.07,48.51,595.49
5534,13.27,34.86,109.65,128.37,115.16,1278.01,130.21,42,621.55
5535,12.67,34.77,109.74,128.64,115.27,1249.97,124.15,42.42,609.49
5536,11.29,34.68,109.83,128.68,115.39,1287.86,125.41,42.96,601.96
5537,13.77,35.38,109.13,128.68,115.5,1287.1,127.65,42.5,602.17
5538,13.37,35.24,109.27,128.64,115.5,1284.07,123.73,47.46,602.17
5539,11.82,35.2,110.12,127.99,114.85,1271.19,139.02,44.58,592.69
5540,12.15,35.49,109.83,129.82,115.16,1277.25,135.62,45.15,594.85
5541,12.12,35.82,109.5,128.56,116.03,1266.64,135.66,43.66,598.72
5542,11.46,35.11,110.21,128.45,116.42,1245.43,132.76,45.71,604.76
5543,12.44,35.35,109.98,128.56,116.42,1243.91,132.88,45.22,601.52
5544,10.78,35.11,110.21,128.68,116.34,1253,137.03,44.1,601.96
5545,13.21,35.16,110.16,128.75,116.34,1251.49,137.07,45.36,599.37
5546,11.26,35.11,110.21,128.79,116.3,1255.28,142.98,43.23,598.94
5547,7.53,24.68,120.64,128.75,116.38,1250.73,152.17,47.49,601.31
5548,23.26,35.58,109.74,128.71,116.38,1256.79,138.18,43.9,595.06
5549,12.21,34.83,110.49,128.75,116.3,1262.1,122.89,46.62,594.63
5550,10.3,34.78,110.54,129.13,116.42,1265.88,136.46,44.14,593.77
5551,12.48,34.64,110.68,129.13,116.61,1268.16,139.28,43.6,594.63
5552,13.02,34.78,110.54,129.1,116.8,1259.07,131.09,44.81,596.14
5553,13.21,34.78,110.54,129.06,116.87,1251.49,133.18,44.13,593.77
5554,13.12,34.64,110.68,129.06,116.95,1254.52,147.25,58.19,597.43
5555,13.42,34.54,110.78,129.06,117.14,1256.79,141.65,42.96,598.29
5556,18.86,34.54,110.78,129.06,117.25,1249.97,135.78,39.16,596.36
5557,21.14,34.87,110.45,129.02,117.29,1257.55,137.76,42.82,597.22
5558,14.53,34.64,110.68,129.02,117.25,1253.76,132.12,44.78,601.52
5559,17.56,35.2,110.12,129.06,117.37,1239.37,136.31,47.76,601.09
5560,17.55,34.73,110.59,129.17,117.37,1249.22,130.02,46.24,599.8
5561,16.72,35.2,110.12,129.32,117.44,1248.46,131.51,56.49,599.16
5562,14.31,35.53,109.79,129.48,117.52,1250.73,141.11,36.21,594.85
5563,15.95,35.63,109.69,129.48,117.64,1253,136.12,51.24,593.99
5564,14.13,34.97,110.35,129.51,117.71,1259.07,126.43,45.03,597.86
5565,13.86,35.44,109.88,129.67,117.83,1254.52,130.67,44.43,596.57
5566,12.12,34.78,110.54,129.67,118.05,1251.49,133.34,46.15,599.16
5567,14.63,35.01,111.2,128.56,113.86,1261.34,138.22,47.67,606.26
5568,13.58,36.1,110.12,128.6,115.08,1261.34,140.35,45.1,612.94
5569,11.34,33.98,112.24,128.83,116.11,1243.91,139.59,42.36,603.03
5570,14.1,35.86,110.35,128.98,116.57,1250.73,148.2,43.98,602.17
5571,16.64,34.17,112.05,129.4,117.1,1246.94,140.08,39.81,598.51
5572,11.84,34.54,111.67,129.63,117.41,1246.94,151.14,47.09,597.43
5573,10.88,34.26,111.96,129.97,117.83,1246.94,134.63,45.22,597.22
5574,11.93,34.97,111.25,130.28,118.02,1255.28,136.16,44.42,599.37
5575,11.43,34.31,111.91,130.2,118.21,1229.52,136.84,41.33,591.19
5576,12.94,34.78,111.44,130.2,118.36,1231.03,132.88,44.1,593.77
5577,11.61,33.79,112.43,130.12,118.51,1221.94,141.07,41.24,592.26
5578,13.63,34.5,111.72,130.2,118.47,1222.7,147.59,39.08,590.76
5579,12.85,34.27,117.95,130.28,118.7,1221.18,146.26,35.52,595.28
5580,14.13,34.19,109.03,130.32,118.82,1228,146.45,42.27,593.56
5581,13.37,34.59,111.63,130.35,118.93,1225.73,131.35,42.81,593.77
5582,11.69,34.26,111.96,130.35,118.93,1222.7,135.09,43.19,591.19
5583,13.27,34.83,111.39,130.35,118.86,1229.52,134.71,46.35,592.91
5584,12.53,34.73,111.49,130.43,118.89,1232.55,135.51,48.86,592.91
5585,11.76,33.79,112.43,130.47,119.05,1234.06,140.92,45.88,593.99
5586,13.17,34.97,111.25,130.54,119.16,1230.28,137.53,45.88,592.48
5587,11.73,34.64,111.58,130.54,119.31,1234.82,138.71,47.02,596.36
5588,11.59,34.78,111.44,130.58,119.39,1231.79,152.28,37.1,591.19
5589,12.04,33.6,112.62,130.62,119.5,1230.28,152.44,40.9,590.76
5590,11.39,33.98,112.24,130.58,119.54,1213.61,146.34,45.56,588.82
5591,13.63,34.5,111.72,130.62,119.58,1223.46,150.76,47.81,592.05
5592,14.57,32.94,113.28,130.66,119.73,1240.88,143.63,45.54,595.28
5593,16.19,34.4,111.82,130.7,119.77,1225.73,138.1,44.92,589.25
5594,15.27,35.72,110.49,127.76,106.85,1307.55,140.24,45.24,605.81
5595,14.61,35.39,110.83,127.72,108.94,1307.55,136.12,48.37,606.67
5596,13.93,34.97,111.25,127.8,110.62,1320.43,136.69,51.78,612.06
5597,14.61,34.73,111.49,128.03,111.88,1315.13,127.81,48.8,610.77
5598,12.38,35.25,110.97,128.45,113.37,1316.64,129.37,45.16,612.71
5599,14.36,35.72,110.49,128.79,114.28,1310.58,133.34,44.99,609.04
5600,15.8,35.01,111.2,129.17,115.08,1321.95,135.09,43.57,610.55
5601,15.09,35.72,110.49,129.63,115.73,1326.49,138.63,43.95,611.84
5602,10.18,35.06,111.16,130.05,116.38,1318.16,139.97,50.16,607.53
5603,10.69,35.11,111.11,130.2,116.8,1320.43,139.05,48.42,607.96
5604,13.61,35.35,110.87,130.28,117.18,1316.64,133.37,44.49,604.3
5605,18.45,35.35,110.87,130.32,117.33,1314.37,134.94,44.95,605.38
5606,11.28,34.97,111.25,130.35,117.64,1311.34,144.66,47.53,606.24
5607,10.48,35.2,111.01,130.43,117.79,1274.98,141.04,45.33,596.76
5608,11.28,34.68,111.53,130.51,117.75,1277.25,137.64,44.89,601.07
5609,14.59,35.53,110.68,130.54,117.98,1280.28,137,42.9,599.13
5610,11.29,34,120.22,130.66,118.21,1280.28,159.22,41.21,602.79
5611,10.91,34.4,111.82,130.62,118.21,1285.58,137.83,45.65,600.64
5612,14.48,35.68,110.54,130.66,118.21,1281.79,131.7,45.5,598.05
5613,15.54,35.11,111.11,130.7,118.32,1282.55,132.73,44.22,598.05
5614,17.95,35.35,110.87,130.7,118.36,1282.55,124.07,46.18,596.97
5615,15.27,34.92,111.3,130.73,118.47,1301.49,128.65,42.27,601.93
5616,14.25,34.97,111.25,130.81,118.55,1343.92,135.58,42.5,616.37
5617,16.75,35.39,110.83,130.96,118.66,1356.8,126.78,36.71,618.74
5618,14.37,35.72,110.49,131.08,118.82,1361.34,120.75,41.91,621.97
5619,15.14,34.92,111.3,131.15,119.01,1361.34,120.07,40.93,621.33
5620,10.66,34.07,112.15,131.38,119.31,1294.67,141.84,41,605.59
5621,14.03,33.93,112.29,131.38,119.01,1292.4,137.57,38.26,601.5
5622,12.41,36.57,109.65,131.42,118.78,1302.25,134.36,41.47,600.85
5623,17.36,33.74,107.66,130.89,115.92,1541.66,115.15,42.55,669.39
5624,17.07,36.34,105.07,130.89,116.72,1343.92,122.51,37.35,620.68
5625,13.42,35.77,105.63,131.12,117.25,1337.1,134.29,39.81,626.28
5626,13.77,35.49,105.92,131.15,117.98,1312.86,117.17,39.09,617.23
5627,15.7,35.44,105.96,131.23,118.13,1317.4,120.98,43.34,616.59
5628,13.77,35.96,105.45,131.27,118.25,1324.22,124.99,42.04,616.15
5629,14.25,35.3,106.11,131.38,118.05,1324.98,111.18,40.14,613.57
5630,13.45,36.2,105.21,131.42,118.02,1328.01,120.14,39.72,612.27
5631,13.42,35.82,105.59,131.46,117.9,1331.8,122.58,41.1,610.98
5632,12.81,36.29,105.12,131.46,117.86,1331.8,114.04,42.14,608.61
5633,9.49,35.16,106.25,131.65,117.71,1334.83,119.8,40.31,611.41
5634,14.05,36.34,105.07,131.65,117.9,1327.25,120.94,35.41,615.29
5635,12.94,35.87,105.54,131.61,118.05,1327.25,125.94,37.97,619.39
5636,12.81,35.39,106.01,131.57,118.25,1321.95,124.34,38.99,619.39
5637,13.16,35.25,106.15,131.54,118.44,1320.43,117.51,38.97,619.39
5638,16.98,36.24,105.16,131.5,118.59,1324.22,121.1,38.24,619.17
5639,13.82,36.53,104.88,131.54,118.59,1322.71,125.18,42.73,620.47
5640,16.16,35.91,105.49,131.5,118.47,1325.74,118.96,42.38,619.82
5641,14.37,36.1,105.3,131.5,118.44,1328.01,117.17,41.71,618.96
5642,13.76,35.68,105.73,131.46,118.32,1332.55,110.38,40.78,619.17
5643,15.74,34.88,106.53,131.46,118.32,1339.37,117.13,39.22,619.39
5644,16.52,36.34,105.07,131.42,118.21,1337.86,117.17,43.05,618.09
5645,17.92,35.21,106.2,131.46,118.25,1356.8,114.5,39.43,618.53
5646,17.39,36.39,105.02,131.5,118.25,1353.01,127.69,39.92,619.6
5647,16.61,35.06,106.34,131.5,118.32,1351.5,120.64,38.61,622.4
5648,17.92,35.91,105.49,131.54,118.36,1351.5,118.96,39.57,618.96
5649,19.35,36.29,105.12,131.5,118.4,1349.22,120.87,43.14,616.37
5650,18.17,35.77,105.63,131.46,118.51,1351.5,126.97,42.35,616.8
5651,21.27,35.44,105.96,131.42,118.51,1355.28,117.51,41.7,617.23
5652,16.91,35.77,105.63,131.38,118.7,1352.25,127.24,46.18,621.54
5653,15.62,34.48,108.98,130.12,115.31,1360.59,145.54,44.83,632.32
5654,12.94,35.66,107.81,130.32,116.19,1353.01,137.68,43.11,628.44
5655,13.15,34.81,108.65,130.47,116.68,1325.74,132.99,41.25,617.66
5656,12.33,35.89,107.57,130.58,117.06,1325.74,143.71,45.8,616.8
5657,12.05,36.27,107.19,130.77,117.41,1324.22,140.58,45.44,617.02
5658,12.07,35.94,107.52,130.96,117.71,1328.77,133.11,43.28,611.84
5659,11.15,35.23,108.23,131.19,117.83,1332.55,145.23,43.15,612.71
5660,11.93,34.38,109.08,131.23,118.32,1331.04,133.64,39.47,617.88
5661,14.71,35.71,107.76,131.27,118.47,1334.83,138.25,38.46,615.72
5662,14.1,35.14,108.32,131.31,118.55,1327.25,144.62,38.43,615.72
5663,12.82,35.52,107.95,131.31,118.63,1329.52,135.51,38.2,617.23
5664,11.13,34.48,108.98,131.31,118.78,1328.77,141.19,40.84,618.31
5665,12.63,35.71,107.76,131.42,118.89,1330.28,135.58,39.95,618.31
5666,11.93,35.99,107.47,131.5,118.97,1321.95,145.99,39.08,615.29
5667,14.91,34.71,108.75,131.57,119.08,1321.19,145.65,38.94,612.92
5668,13.28,34.53,108.94,131.65,119.39,1323.46,140.58,44.75,614.21
5669,13.36,35.19,108.28,131.69,119.31,1330.28,141,41.35,609.26
5670,11.08,34.67,108.8,131.73,119.5,1328.01,134.75,44.22,612.71
5671,12.98,33.72,109.74,131.76,119.43,1323.46,137.68,37.68,613.35
5672,16,34.86,108.61,131.88,119.47,1321.19,136.61,39.9,615.08
5673,12.36,34.43,109.03,131.95,119.62,1336.34,135.89,39.75,613.14
5674,15.03,34.9,108.56,131.99,119.54,1340.89,139.02,40.28,614.43
5675,14.75,34.57,108.89,132.03,119.5,1346.95,137.87,40.4,613.57
5676,16.07,34.86,108.61,132.03,119.43,1350.74,132.34,41.41,615.29
5677,15.76,34.71,108.75,132.03,119.43,1350.74,139.02,41.85,614.43
5678,14.08,35,108.47,132.03,119.39,1357.56,148.39,39.4,610.77
5679,24.81,37.55,109.41,131.23,116.91,1308.31,152.97,44.87,601.52
5680,15.21,36.14,108.32,131.34,117.44,1353.01,151.83,38.68,617.25
5681,16.99,34.68,109.79,131.38,117.64,1359.83,141.27,40.11,617.89
5682,16.52,36,108.47,131.42,117.75,1341.65,136.88,40.84,613.8
5683,14.9,35.2,109.27,131.5,117.9,1343.16,150.72,41.74,609.71
5684,14.05,35.43,109.03,131.57,118.09,1341.65,148.2,39.98,610.79
5685,18.37,35.2,109.27,131.61,118.13,1332.55,145.31,35.86,610.35
5686,21.38,35.81,108.65,131.76,118.32,1350.74,135.7,44.65,612.29
5687,17.73,35.29,109.17,131.8,118.36,1357.56,146.64,40.89,616.38
5688,13.93,35.48,108.98,131.84,118.44,1347.71,130.82,40.75,615.74
5689,18.27,36.38,108.09,131.8,118.47,1359.83,143.9,33.07,602.6
5690,32.55,36.66,107.81,131.8,118.4,1358.31,158.19,28.36,601.52
5691,26.75,35.76,108.7,131.88,118.44,1354.53,155.83,38.82,603.89
5692,27.13,34.77,109.69,131.8,118.36,1354.53,161.47,37.41,607.12
5693,26.89,35.24,109.22,131.8,118.4,1375.74,152.13,38.46,617.89
5694,15.66,35.67,108.8,131.84,118.55,1351.5,148.24,42.38,615.95
5695,16.91,36.14,108.32,131.84,118.7,1355.28,144.43,42.29,616.17
5696,12.49,35.53,108.94,131.8,118.7,1356.8,138.25,43.96,620.26
5697,14.48,35.34,109.13,131.84,118.82,1358.31,141.42,38.08,619.62
5698,15.2,36.42,108.04,131.92,118.86,1353.77,142.87,41.62,618.97
5699,14.66,35.67,108.8,131.88,119.05,1353.77,137.07,41.92,618.97
5700,19.45,34.49,109.98,131.99,118.97,1312.1,140.12,38.59,633.61
5701,16.68,36,108.47,132.18,119.69,1246.94,135.85,43.5,640.29
5702,14.54,35.81,108.65,132.37,120.49,1163.61,133.45,46.36,624.14
5703,18.09,36.66,107.81,132.72,121.33,1221.18,141.49,45.27,608.63
