DENS,GR,SP,DEEP_RES,CAL,Lithology
2.4209,119.5079,41.7969,8.1037,3.3099,Granitiod
3.724,160.878,0.134,35.355,10.2,Granitiod
2.524,175.499,1.627,2.923,11.994,Granitiod
2.9333,66.6202,-75.4688,157.2841,9.173,Granitiod
,111.6,4.733,1.053,14.923,Granitiod
3.725,164.8,-2.203,34.551,12.4,Granitiod
2.551,139.654,1.714,2.216,9.5,Granitiod
2.4789,189.1538,-49.375,13.615,10.1019,Granitiod
3.712,162.44,-1.123,41.669,9.5,Granitiod
3.78,154.67,0.107,31.398,10.0,Granitiod
3.789,147.319,-2.888,37.025,8.9,Granitiod
3.716,112.542,5.048,17.042,9.7,Granitiod
3.666,150.434,3.796,32.276,10.2,Granitiod
2.8157,83.7168,-70.4167,110.8212,8.9558,Granitiod
2.6635,91.9352,47.1094,7.1209,3.2858,Granitiod
2.607,127.84,-0.561,6.947,11.965,Granitiod
2.8123,75.4969,-78.2031,84.2827,9.3901,Granitiod
2.4154,160.6375,-10.625,10.4781,10.4276,Granitiod
2.5973,181.8253,115.0893,508.1073,8.7387,Granitiod
3.461,153.386,-1.621,65.56,9.5,Granitiod
2.609,144.407,1.979,3.333,10.7,Granitiod
2.372,144.533,0.378,4.221,12.152,Granitiod
2.527,107.612,-1.305,7.46,10.4,Granitiod
2.9354,60.6264,-78.1944,180.243,8.98,Granitiod
2.366,66.278,36.6071,195.5748,9.1971,Granitiod
2.557,86.488,3.262,10.526,11.4,Granitiod
2.328,190.682,-0.945,2.594,10.907,Granitiod
2.472,163.293,2.406,1.453,14.71,Granitiod
2.7624,70.5303,-77.3438,68.5732,8.6663,Granitiod
3.391,161.4,-0.588,81.634,10.3,Granitiod
2.286,160.032,-1.435,3.302,10.76,Granitiod
2.446,163.418,3.52,1.762,13.608,Granitiod
2.366,104.3,-0.535,2.41,8.2,Granitiod
3.441,152.894,2.086,24.42,10.0,Granitiod
2.359,154.258,-2.878,4.342,10.794,Granitiod
2.6163,222.3047,108.75,799.3214,8.7387,Granitiod
2.5349,162.1528,-68.75,23.5915,10.6448,Granitiod
2.7177,95.9029,44.5139,7.0273,3.2737,Granitiod
2.122,163.024,2.621,3.274,11.4,Granitiod
2.3843,150.1343,-24.375,10.6082,10.5965,Granitiod
2.6571,127.6775,78.8281,696.975,8.7387,Granitiod
2.531,148.024,5.284,2.741,12.702,Granitiod
3.576,186.593,5.401,5.718,11.4,Granitiod
2.5756,255.3874,110.625,299.4071,8.9076,Granitiod
2.7692,71.0726,-77.5781,184.4388,8.7628,Granitiod
2.398,102.717,2.48,0.777,14.344,Granitiod
2.639,146.471,1.417,16.335,11.779,Granitiod
2.5671,225.8153,98.9063,1471.4611,8.7869,Granitiod
3.583,174.349,-2.326,35.733,8.9,Granitiod
2.613,202.841,3.379,1.622,14.311,Granitiod
2.5833,266.576,55.7143,1795.4305,8.8835,Granitiod
2.321,35.2212,73.9844,80.4034,3.4788,Basin Fill
2.5143,171.9774,72.5781,320.9915,8.9317,Granitiod
2.57,135.372,-1.176,7.211,11.924,Granitiod
2.413,104.81,-0.535,2.455,8.3,Granitiod
2.498,53.001,1.874,20.379,10.7,Granitiod
2.2557,76.8364,45.625,38.0262,3.4305,Basin Fill
2.5296,174.4852,-80.0781,33.6135,8.8111,Granitiod
,102.174,-1.789,0.365,14.311,Basin Fill
2.592,183.717,3.105,3.235,12.729,Granitiod
2.236,122.43,2.937,1.265,12.693,Basin Fill
2.611,167.4139,108.75,639.9527,8.8714,Granitiod
2.591,136.498,1.872,5.035,12.596,Granitiod
2.5736,195.3571,77.5,412.5511,8.8111,Granitiod
2.577,135.106,2.62,5.567,12.784,Granitiod
2.3526,158.7265,-40.7031,10.2083,10.8861,Granitiod
2.376,125.362,-1.165,4.034,11.589,Granitiod
2.124,110.678,-1.239,0.518,13.988,Basin Fill
2.6201,238.2044,98.2031,290.6147,8.7628,Granitiod
3.541,157.015,-2.261,51.705,9.1,Granitiod
2.6008,183.6506,151.1719,1189.4631,8.8352,Granitiod
2.592,168.8335,126.4844,517.0504,8.7387,Granitiod
2.392,104.325,-0.321,2.431,8.3,Granitiod
3.528,145.783,5.113,11.415,10.2,Granitiod
2.543,168.83,3.758,1.668,14.258,Granitiod
2.3723,83.0584,47.9861,7.927,3.3581,Granitiod
2.408,99.625,-0.963,2.196,8.2,Granitiod
2.4543,119.2866,118.4375,72.7133,9.2454,Granitiod
,143.067,2.83,0.986,14.172,Basin Fill
2.749,51.088,2.005,22.083,10.6,Granitiod
2.564,183.43,2.467,1.668,14.154,Granitiod
2.444,140.08,1.376,2.061,12.125,Granitiod
2.607,131.474,2.481,1.995,12.0,Granitiod
2.5796,225.3298,111.25,404.7395,8.7628,Granitiod
2.084,89.13,-3.414,0.369,13.49,Basin Fill
2.5676,173.0888,38.125,409.4088,9.173,Granitiod
2.435,144.725,5.323,1.124,14.696,Granitiod
2.565,160.2184,71.25,1701.6484,8.8352,Granitiod
2.244,158.766,0.847,2.198,11.482,Granitiod
3.513,152.4,4.439,10.552,11.8,Granitiod
2.6407,150.9689,143.4375,197.9939,8.7628,Granitiod
2.14,102.717,2.137,0.86,13.976,Granitiod
3.537,137.673,6.293,6.092,10.1,Granitiod
2.5608,278.3645,49.6429,1005.7175,9.5349,Granitiod
2.5747,221.9897,127.0536,1950.0,8.8593,Granitiod
2.173,106.284,-1.198,0.528,14.005,Basin Fill
2.5355,90.6224,49.6094,6.637,3.3581,Granitiod
2.21,105.922,1.544,0.646,14.132,Granitiod
2.6017,154.1402,108.75,356.8345,8.8352,Granitiod
2.0,113.627,1.872,2.741,14.91,Granitiod
2.8157,78.1513,-72.5,117.0978,8.6422,Granitiod
2.7635,88.4532,50.2083,6.7357,3.2858,Granitiod
3.777,166.541,0.348,103.212,10.0,Granitiod
2.4152,171.5138,-48.3594,12.3742,10.3553,Granitiod
3.735,130.201,6.596,8.11,10.1,Granitiod
2.4804,164.4074,-48.0469,14.5281,11.0791,Granitiod
2.637,146.471,1.952,12.509,11.752,Granitiod
2.5957,169.1495,37.3438,439.4596,9.0282,Granitiod
2.5826,161.8451,71.875,1672.7257,8.799,Granitiod
3.746,186.487,4.574,15.183,10.0,Granitiod
2.82,62.1961,5.4167,153.7882,8.7869,Granitiod
3.769,152.762,0.508,50.959,9.4,Granitiod
,88.606,-1.259,0.486,14.338,Basin Fill
2.457,189.54,5.294,3.178,12.955,Granitiod
2.355,137.106,-0.08,1.932,12.011,Granitiod
2.2259,95.6171,67.6563,109.772,3.4185,Basin Fill
,83.152,-2.566,0.343,13.809,Basin Fill
3.762,138.785,4.439,20.123,11.1,Granitiod
2.441,147.998,3.69,6.942,12.988,Granitiod
2.5774,242.1711,124.375,1508.3922,9.1006,Granitiod
2.5793,261.6094,117.5,936.971,8.7146,Granitiod
2.573,69.047,0.894,2.893,10.8,Granitiod
2.5709,202.3808,111.4844,882.9667,8.7628,Granitiod
3.785,197.648,4.468,18.47,9.8,Granitiod
2.5765,204.4627,69.4531,1467.6226,9.1006,Granitiod
2.524,151.614,3.447,4.505,13.109,Granitiod
2.368,156.842,1.738,2.732,10.1,Granitiod
2.67,127.66,4.118,5.618,12.995,Granitiod
2.313,192.021,-1.158,2.84,11.239,Granitiod
2.6352,148.3405,32.5,210.843,8.7266,Granitiod
2.365,157.656,-1.449,4.423,11.193,Granitiod
2.439,168.351,2.782,1.593,14.657,Granitiod
2.5495,79.719,51.875,6.6331,3.3461,Granitiod
2.2215,91.4212,49.6094,91.937,3.4064,Basin Fill
2.428,109.2,4.358,2.666,8.2,Granitiod
3.564,132.745,5.957,9.83,10.4,Granitiod
2.6266,89.5089,49.1667,7.6623,3.3581,Granitiod
2.383,220.998,1.016,1.882,11.1,Granitiod
2.6135,161.5033,68.75,734.1013,8.8593,Granitiod
2.141,116.848,1.856,0.689,14.291,Granitiod
2.49,130.309,1.818,5.882,11.863,Granitiod
2.195,103.261,2.208,0.595,14.291,Granitiod
2.3503,39.988,61.25,154.7239,3.4547,Basin Fill
2.004,124.423,5.103,1.024,14.908,Granitiod
2.644,135.844,4.118,5.827,13.526,Granitiod
2.381,138.501,0.909,2.606,12.4,Granitiod
2.3588,177.7933,-25.0781,12.1923,10.114,Granitiod
2.6055,211.4568,120.625,120.0144,8.7869,Granitiod
2.5528,285.328,25.1563,1671.0615,9.4625,Granitiod
,105.435,2.497,0.601,14.291,Granitiod
2.4827,187.4115,-50.2344,12.3625,10.3432,Granitiod
2.037,153.227,-1.715,4.184,10.109,Granitiod
2.8414,63.1383,8.75,105.4702,8.98,Granitiod
3.622,114.228,4.759,18.065,9.6,Granitiod
2.011,146.543,3.904,1.812,14.816,Granitiod
2.119,117.644,2.16,3.717,10.9,Granitiod
2.5826,211.1999,48.3594,1150.8087,9.5832,Granitiod
2.017,142.74,4.509,1.375,14.881,Granitiod
2.667,149.353,0.228,17.422,11.779,Granitiod
2.11,150.173,1.926,0.987,14.008,Basin Fill
3.878,65.905,4.427,6.914,11.6,Granitiod
2.564,165.91,0.909,1.802,13.699,Granitiod
2.4358,168.1161,-14.0972,10.6715,10.3673,Granitiod
2.5794,165.2958,42.3438,387.2549,8.8955,Granitiod
2.1709,85.6841,48.75,111.0445,3.4305,Basin Fill
2.653,113.11,2.739,3.28,10.3,Granitiod
2.6098,128.9899,57.5,558.4977,8.8593,Granitiod
2.5328,214.1688,123.2813,169.9985,9.2212,Granitiod
2.196,140.16,5.508,1.387,14.923,Granitiod
2.6037,89.9943,50.0,6.8423,3.334,Granitiod
2.5691,319.6678,33.2143,1578.6848,8.98,Granitiod
3.756,120.911,5.187,16.021,9.8,Granitiod
2.051,164.304,1.364,1.97,10.812,Granitiod
3.149,133.127,6.085,6.571,10.0,Granitiod
3.484,110.459,4.603,5.613,10.5,Granitiod
2.5827,225.5307,45.9375,1520.5291,8.8593,Granitiod
2.311,122.703,2.553,1.313,12.078,Basin Fill
2.6505,141.3488,52.4219,349.3398,8.8111,Granitiod
,86.131,-0.695,0.431,14.285,Basin Fill
2.6006,164.9276,118.2031,1048.308,8.7025,Granitiod
,185.03,1.31,1.549,10.98,Granitiod
3.516,129.855,6.064,6.995,10.9,Granitiod
2.8174,70.4163,-71.5278,56.8385,9.0524,Granitiod
2.159,153.364,-0.688,4.441,10.74,Granitiod
2.6158,260.4368,82.8472,439.284,8.9317,Granitiod
2.757,69.595,2.766,9.411,10.6,Granitiod
2.141,101.078,2.128,0.844,13.756,Granitiod
2.604,177.395,3.365,2.928,13.287,Granitiod
3.814,151.421,-0.16,41.374,10.9,Granitiod
2.2314,67.8741,51.7969,24.9226,3.4426,Basin Fill
,84.904,-2.258,0.365,14.364,Basin Fill
2.4048,146.4533,-50.3125,12.2429,10.9585,Granitiod
2.495,168.617,0.426,3.147,11.771,Granitiod
2.5826,145.3154,30.625,763.376,8.7628,Granitiod
,85.467,-1.433,0.465,14.149,Basin Fill
2.667,144.149,3.252,4.901,12.995,Granitiod
2.5724,231.0383,110.3906,1150.9733,8.8231,Granitiod
2.389,119.556,5.829,1.044,14.896,Granitiod
2.5025,114.6283,-58.2813,5.9083,12.6957,Granitiod
2.607,184.921,2.197,2.41,12.446,Granitiod
2.1684,87.5398,51.25,75.7281,3.3823,Basin Fill
,146.265,1.604,0.852,14.329,Granitiod
2.302,219.304,3.277,2.477,12.556,Granitiod
2.3983,158.1261,-20.625,11.1984,10.2588,Granitiod
2.5804,87.3111,48.5156,6.9321,3.3581,Granitiod
2.5721,141.1798,114.4531,709.5652,8.8111,Granitiod
2.1838,79.4052,51.1806,200.1056,3.3823,Basin Fill
2.586,129.4747,27.7344,806.3525,9.0524,Granitiod
2.4632,164.13,123.125,1307.6249,9.7038,Granitiod
2.34,103.8,-0.535,2.41,8.2,Granitiod
2.5559,117.0585,67.7344,1215.9889,8.7628,Granitiod
2.705,56.109,1.793,19.456,10.7,Granitiod
2.7624,56.3752,54.9219,882.0217,10.5483,Granitiod
2.1991,92.5063,49.0972,153.7909,3.4305,Basin Fill
2.092,200.541,3.075,1.062,13.607,Basin Fill
2.166,158.32,-2.838,4.674,10.32,Granitiod
2.4644,149.6795,-47.3438,14.3434,10.7896,Granitiod
2.668,71.806,2.872,17.712,11.4,Granitiod
2.5752,229.3111,118.6719,614.9785,8.7387,Granitiod
3.782,160.153,-0.174,43.642,9.8,Granitiod
2.426,141.689,3.085,8.245,10.6,Granitiod
2.6184,153.5352,159.1406,163.3595,9.4625,Granitiod
2.593,167.028,1.654,1.73,14.298,Granitiod
2.647,53.355,2.52,26.567,10.1,Granitiod
2.2213,84.2002,56.25,102.9661,3.3823,Basin Fill
2.5593,230.894,51.5625,401.8011,9.5349,Granitiod
2.1477,92.8483,63.125,45.0185,3.4305,Basin Fill
2.603,229.1545,116.3281,1095.7819,8.8473,Granitiod
2.379,148.464,1.417,2.218,12.504,Granitiod
2.459,150.128,1.952,2.642,12.907,Granitiod
2.8307,76.1245,-73.125,79.0471,8.8352,Granitiod
3.408,154.86,0.243,32.031,9.9,Granitiod
2.054,203.593,2.754,3.724,9.8,Granitiod
2.2257,108.1182,59.6094,53.1036,3.4305,Basin Fill
3.397,150.296,-2.213,57.853,9.1,Granitiod
2.553,287.7274,36.9531,1297.3716,8.98,Granitiod
3.189,130.329,1.123,32.734,9.5,Granitiod
2.9132,55.3455,-77.6389,296.483,10.7413,Granitiod
2.5883,163.0444,69.375,1515.8774,8.8111,Granitiod
2.5815,172.2905,147.1875,958.6996,8.8111,Granitiod
2.347,119.489,-0.241,5.828,11.608,Granitiod
2.5424,186.8235,106.875,729.8384,8.5215,Granitiod
2.499,161.119,3.958,1.313,13.79,Granitiod
2.5927,268.0045,56.0938,695.033,8.8352,Granitiod
2.9038,103.4954,28.125,6.2951,3.2616,Granitiod
2.8732,64.1664,40.625,180.8874,8.7869,Granitiod
3.698,138.252,6.277,8.851,10.2,Granitiod
3.9885,120.621,27.5,6.6256,8.8593,Granitiod
2.5749,155.6533,111.6406,949.7216,8.5939,Granitiod
2.6074,183.8546,113.5938,134.8277,8.8352,Granitiod
2.5509,185.2172,116.1806,1950.0,8.3888,Granitiod
2.5866,161.4751,131.7188,859.3526,8.8352,Granitiod
,154.837,2.598,0.978,13.64,Basin Fill
3.84,199.229,4.574,18.857,9.8,Granitiod
2.5925,178.6895,110.3906,840.9851,8.8835,Granitiod
2.474,131.4,2.555,2.784,10.5,Granitiod
2.1983,84.6854,65.625,52.5268,3.4305,Basin Fill
3.235,161.808,-2.54,146.35,9.0,Granitiod
2.624,144.341,1.133,13.715,11.764,Granitiod
2.256,105.935,2.497,0.635,14.344,Granitiod
2.2423,243.1571,-67.3438,9.0598,9.7762,Granitiod
,129.487,2.888,1.413,13.435,Basin Fill
3.839,145.75,-0.374,41.078,11.4,Granitiod
3.509,151.895,-1.898,36.807,9.9,Granitiod
2.5628,193.1615,108.75,378.0674,8.7869,Granitiod
2.5751,160.7617,122.4219,288.8739,8.7146,Granitiod
2.296,108.988,-1.046,0.623,13.712,Basin Fill
2.4529,169.0592,-41.9444,10.8761,10.8137,Granitiod
2.6071,168.2108,71.6406,512.6924,8.8111,Granitiod
2.56,191.051,3.918,1.828,12.97,Granitiod
2.5825,153.8237,63.8281,1323.5042,8.98,Granitiod
2.225,183.669,-0.855,3.856,11.197,Granitiod
3.447,160.387,4.286,5.4,10.4,Granitiod
2.345,168.617,1.426,1.933,11.322,Granitiod
2.6229,169.093,156.875,697.3378,8.8714,Granitiod
2.5407,193.645,41.875,995.1774,11.1997,Granitiod
3.738,170.595,-0.062,40.742,9.3,Granitiod
3.46,160.494,-2.437,80.42,9.3,Granitiod
2.872,252.4,4.815,3.097,10.5,Granitiod
2.4911,178.3628,-15.3125,11.9345,10.5483,Granitiod
2.178,116.848,3.817,0.518,14.318,Granitiod
2.122,164.048,0.508,1.653,11.113,Granitiod
2.372,151.928,1.578,2.546,12.24,Granitiod
2.6289,122.8244,75.0,193.2303,8.8835,Granitiod
2.346,166.06,3.784,1.123,14.101,Granitiod
2.61,128.046,4.652,5.172,12.928,Granitiod
1.877,169.323,1.631,2.244,11.3,Granitiod
2.675,189.856,1.776,1.986,12.964,Granitiod
2.5899,244.9369,78.125,674.7885,8.7387,Granitiod
2.67,130.585,4.225,5.829,12.957,Granitiod
2.347,205.117,3.69,1.453,13.048,Granitiod
2.4393,174.1389,-43.125,11.1263,10.4035,Granitiod
2.635,130.789,4.759,5.361,12.95,Granitiod
,92.218,-2.173,0.383,13.846,Basin Fill
2.531,167.489,0.856,3.808,10.1,Granitiod
2.5442,278.1356,33.75,1066.2229,9.7762,Granitiod
2.456,178.1919,-50.625,14.0197,10.2105,Granitiod
2.309,194.913,2.42,0.756,14.343,Granitiod
2.5567,228.3845,124.6429,224.2072,9.3419,Granitiod
2.337,174.231,-7.14,1.549,10.54,Granitiod
2.5476,172.3507,70.625,1826.0752,8.9438,Granitiod
2.2462,91.022,51.875,70.4548,3.3823,Granitiod
2.294,140.943,4.61,1.221,14.958,Granitiod
2.338,173.25,0.2,3.187,11.093,Granitiod
3.755,165.372,1.095,42.337,10.2,Granitiod
2.352,119.681,4.788,1.231,14.963,Granitiod
,84.067,-1.262,0.408,14.258,Basin Fill
2.4971,92.706,47.8472,6.8906,3.334,Granitiod
2.243,109.925,1.108,0.715,14.159,Granitiod
3.161,131.555,6.427,5.305,9.9,Granitiod
3.786,137.133,6.702,8.21,10.1,Granitiod
2.5657,252.3613,48.75,1674.606,9.559,Granitiod
2.334,169.374,0.812,2.716,11.3,Granitiod
2.4563,155.674,-71.0156,24.4384,10.8137,Granitiod
3.2,112.4,5.594,3.457,10.7,Granitiod
2.492,172.872,1.158,2.259,13.793,Granitiod
2.349,135.106,-0.849,2.672,11.712,Granitiod
2.204,114.648,4.468,1.023,15.003,Granitiod
2.304,131.166,4.679,1.123,14.841,Granitiod
2.5788,224.2459,106.9531,533.6729,8.7628,Granitiod
2.054,87.027,-2.637,0.396,14.091,Basin Fill
2.599,141.701,4.652,4.302,12.928,Granitiod
2.5357,215.3641,71.875,351.8688,8.98,Granitiod
2.408,158.784,3.617,0.821,13.998,Granitiod
2.356,143.111,3.053,1.413,12.533,Basin Fill
2.6104,172.0946,45.3125,590.8693,9.5832,Granitiod
2.2552,82.5163,40.9375,7.4408,3.334,Granitiod
2.5725,164.3581,69.375,686.678,8.7628,Granitiod
2.3771,31.3395,73.5156,89.1229,3.4547,Basin Fill
2.5547,177.8963,126.0417,311.6606,8.3526,Granitiod
2.66,140.372,3.382,7.136,12.032,Granitiod
2.3466,38.5607,61.7188,117.3584,3.4547,Basin Fill
2.5831,237.6875,78.75,1472.2218,8.8111,Granitiod
2.631,162.594,3.909,1.622,13.549,Granitiod
2.6091,186.3381,107.5,1321.2599,8.8352,Granitiod
2.3542,76.8076,52.0139,5.9241,3.3581,Granitiod
2.562,181.743,2.106,2.546,13.181,Granitiod
2.8146,74.9541,-82.9861,47.0149,9.2816,Granitiod
2.5526,300.9146,51.875,459.2527,9.5349,Granitiod
3.553,83.896,3.944,4.273,12.5,Granitiod
2.1589,47.9513,61.0156,28.5529,3.4305,Basin Fill
2.381,104.503,5.722,1.188,14.91,Granitiod
2.188,110.679,2.357,0.876,14.28,Granitiod
2.588,164.1586,6.25,406.2378,9.2695,Granitiod
2.43,129.049,-0.62,0.728,13.147,Basin Fill
2.575,189.506,4.795,4.894,12.862,Granitiod
2.3734,159.0983,-41.875,9.5128,10.8137,Granitiod
2.7906,59.0275,-70.7031,120.1663,9.1006,Granitiod
2.3893,31.1396,75.5556,143.4108,3.4547,Basin Fill
2.338,138.224,5.043,1.326,14.549,Granitiod
2.508,87.855,1.947,3.237,10.2,Granitiod
2.65,156.343,3.798,4.717,13.527,Granitiod
2.523,161.916,2.086,2.004,13.783,Granitiod
3.766,165.787,-2.117,53.221,8.9,Granitiod
,117.935,2.299,0.677,14.302,Granitiod
3.814,160.775,-0.108,29.39,10.3,Granitiod
2.48,234.574,4.448,2.923,12.755,Granitiod
2.3122,70.5286,52.3438,24.3731,3.4305,Basin Fill
3.326,137.289,6.185,13.225,9.6,Granitiod
2.5711,350.6116,51.3281,1126.2722,8.9076,Granitiod
,139.281,4.413,1.144,14.988,Granitiod
,75.543,-3.155,0.401,14.886,Basin Fill
2.1784,85.3987,56.25,147.3907,3.4064,Basin Fill
2.4318,141.0884,-51.25,14.8455,10.4759,Granitiod
,186.951,0.898,1.626,10.82,Granitiod
2.5213,169.0601,130.0,291.7255,8.5457,Granitiod
3.497,253.892,-4.873,47.442,9.4,Granitiod
2.662,175.361,3.69,4.342,12.997,Granitiod
2.6158,173.6349,68.6719,1009.9048,9.1247,Granitiod
2.7217,81.8026,47.5,6.557,3.334,Granitiod
2.295,181.383,-1.809,2.585,11.26,Granitiod
2.45,98.72,3.93,3.387,8.2,Granitiod
2.6098,181.9976,67.5781,1802.5725,8.9196,Granitiod
3.61,127.75,6.533,4.89,9.9,Granitiod
2.6341,171.6932,134.9219,967.9468,8.7146,Granitiod
2.494,124.637,0.481,3.617,10.1,Granitiod
2.349,98.645,-0.69,0.443,13.165,Basin Fill
2.5451,177.5756,107.9688,260.8729,8.7387,Granitiod
2.597,204.8069,108.75,764.429,8.7869,Granitiod
2.4728,218.9931,127.0,56.8485,9.8486,Granitiod
2.4466,85.713,50.0,7.3027,3.334,Granitiod
2.6029,230.0397,117.5781,319.2828,8.7146,Granitiod
2.5916,238.5468,108.6719,1132.0402,8.8111,Granitiod
3.569,158.0,-0.481,28.555,9.3,Granitiod
2.6116,184.081,80.5469,444.019,8.8111,Granitiod
2.5537,175.6086,127.9464,544.2213,8.3526,Granitiod
2.382,197.241,-1.052,3.147,11.238,Granitiod
2.5651,191.2476,109.8438,1551.2582,8.5215,Granitiod
,83.696,-3.084,0.439,14.213,Basin Fill
2.6448,121.8828,18.4028,487.32,8.8593,Granitiod
2.2642,95.5606,54.375,38.5233,3.4064,Granitiod
2.1878,76.9506,51.875,84.5449,3.4064,Granitiod
3.794,156.888,-2.193,45.171,10.1,Granitiod
3.449,137.251,5.097,3.566,11.0,Granitiod
2.1663,76.2083,61.4844,113.6044,3.4185,Basin Fill
2.005,88.459,-3.155,0.379,14.085,Basin Fill
2.5796,260.5529,44.6875,1200.7617,9.5711,Granitiod
2.8421,78.0373,-74.7656,104.7639,9.2936,Granitiod
3.8402,103.8094,27.5694,7.8155,8.8231,Granitiod
2.397,198.761,1.493,2.158,11.293,Granitiod
3.626,109.271,5.08,17.083,9.8,Granitiod
3.634,164.35,-2.011,34.195,9.2,Granitiod
2.308,170.745,-0.615,1.932,12.145,Granitiod
2.5842,256.4135,50.0,1120.0321,9.6797,Granitiod
,98.889,-1.407,0.416,14.149,Basin Fill
2.3281,30.5403,62.5,105.2508,3.4547,Basin Fill
2.6088,202.3501,109.1406,323.2858,8.8593,Granitiod
2.5913,264.1485,4.2188,1192.9404,8.9679,Granitiod
2.3321,34.2223,63.125,157.8162,3.4305,Basin Fill
2.6085,438.9146,157.9688,1355.8308,8.8835,Granitiod
2.579,257.1571,111.5179,511.9037,8.6301,Granitiod
2.56,139.393,2.299,3.748,12.915,Granitiod
2.6175,80.2042,48.75,6.3869,3.322,Granitiod
2.2237,45.5251,72.3438,25.6074,3.4305,Basin Fill
2.596,220.4209,110.5357,523.033,8.7387,Granitiod
3.225,152.328,-4.786,34.97,9.7,Granitiod
2.843,85.3422,41.875,6.4749,3.2737,Granitiod
2.255,168.643,2.473,1.133,14.33,Granitiod
2.5734,209.2027,112.5781,1599.8237,8.8111,Granitiod
2.551,168.085,0.909,1.812,14.404,Granitiod
2.1725,94.9893,53.75,77.3077,3.4305,Basin Fill
2.261,73.6682,65.1389,13.8116,3.4305,Basin Fill
2.185,140.045,5.508,1.387,14.923,Granitiod
2.303,153.377,-1.364,1.578,12.636,Granitiod
3.676,145.501,-2.861,61.85,8.8,Granitiod
2.553,67.6,1.723,1.685,9.6,Granitiod
2.4861,89.3097,41.25,7.9118,3.2737,Granitiod
3.685,158.195,-2.612,38.281,9.4,Granitiod
2.6085,166.9262,124.6875,216.7176,8.8835,Granitiod
3.793,162.116,-0.187,33.268,10.3,Granitiod
2.6121,142.0363,106.7188,1070.3373,8.9076,Granitiod
,190.519,0.428,0.951,14.355,Granitiod
1.7711,190.9627,126.6667,67.5646,11.441,Granitiod
2.175,147.088,2.423,3.912,11.4,Granitiod
,80.435,-2.077,0.495,14.165,Basin Fill
2.1419,75.6375,63.125,72.5037,3.4305,Basin Fill
2.323,158.285,-1.578,3.996,11.033,Granitiod
2.8497,72.3298,39.4531,133.136,9.1368,Granitiod
2.582,187.07,2.893,2.41,13.157,Granitiod
2.6417,102.6106,48.2639,6.4952,3.322,Granitiod
2.5462,182.9671,71.875,278.6594,8.8352,Granitiod
2.28,31.7962,71.4063,175.6154,3.4788,Basin Fill
2.47,144.863,-1.818,6.104,11.992,Granitiod
2.622,138.298,2.708,3.482,13.5,Granitiod
2.171,177.413,3.99,1.144,13.864,Granitiod
2.388,203.204,3.33,0.96,14.207,Granitiod
2.2591,80.6327,41.1719,6.9585,3.334,Granitiod
2.8954,61.5399,-75.7639,142.3786,8.5939,Granitiod
2.378,187.154,2.146,2.118,11.971,Granitiod
2.168,106.486,2.835,0.641,14.318,Granitiod
2.449,117.901,2.71,1.987,10.2,Granitiod
2.3335,36.7057,56.875,143.1358,3.4547,Basin Fill
2.497,166.489,1.872,1.88,13.556,Granitiod
3.736,150.202,4.497,5.607,10.8,Granitiod
2.404,114.47,3.132,3.612,8.2,Granitiod
2.6036,199.1556,111.875,339.1093,8.7146,Granitiod
,93.135,-1.367,0.452,14.092,Basin Fill
2.5988,187.1921,83.75,409.4606,9.0524,Granitiod
2.329,151.844,-0.695,1.73,12.578,Granitiod
2.003,111.047,1.765,0.623,14.249,Granitiod
,132.442,4.355,1.123,14.988,Granitiod
2.1713,76.0653,55.8333,49.8317,3.3943,Granitiod
2.038,83.115,-3.583,0.39,13.686,Basin Fill
2.6056,171.3803,106.3281,561.9474,8.7387,Granitiod
2.6006,192.9599,101.5625,620.2021,8.7628,Granitiod
2.2041,83.6008,46.25,49.4125,3.3823,Granitiod
2.017,107.342,1.315,0.568,14.051,Basin Fill
2.5451,99.7009,-75.0,9.6939,9.7279,Granitiod
2.274,159.295,0.588,1.73,12.197,Granitiod
3.8321,95.7031,44.5833,6.5963,8.8111,Granitiod
2.64,187.907,3.982,1.845,13.46,Granitiod
2.2282,84.6285,67.8906,106.5493,3.4064,Basin Fill
2.063,156.8,1.41,2.432,10.693,Granitiod
2.572,165.946,1.016,1.862,13.673,Granitiod
2.1645,75.4662,56.7969,54.3733,3.4547,Basin Fill
2.7352,86.5126,44.2969,6.7952,3.2858,Granitiod
2.432,180.766,-0.143,3.845,10.8,Granitiod
2.329,111.531,5.722,1.176,14.91,Granitiod
3.585,122.645,5.829,5.529,10.7,Granitiod
3.469,152.894,1.979,24.68,10.0,Granitiod
2.375,166.769,0.909,3.57,9.7,Granitiod
2.105,100.0,1.601,0.783,14.203,Granitiod
2.595,153.0795,159.8214,1592.2731,9.4143,Granitiod
2.946,142.231,1.551,40.318,10.0,Granitiod
2.6623,76.0401,37.4219,61.603,9.3419,Granitiod
2.517,139.051,1.657,2.154,9.7,Granitiod
2.5784,142.8638,133.125,913.5487,8.6784,Granitiod
2.5652,170.0381,84.0625,452.503,8.8835,Granitiod
2.4493,158.67,-53.5156,13.924,10.4759,Granitiod
2.295,36.3631,74.4531,125.6416,3.4667,Basin Fill
3.766,166.729,-2.807,40.396,10.0,Granitiod
2.419,180.212,1.765,3.66,11.4,Granitiod
3.603,135.415,-2.326,94.943,9.8,Granitiod
2.7353,82.034,39.375,230.4612,9.0041,Granitiod
2.3902,161.8095,-51.4063,10.7949,10.3553,Granitiod
